time_delay_1,time_delay_30,time_delay_60
0.6896609443794626,0.7943340480791731,0.9497632195071365
0.6903559383935061,0.8064392564037822,0.9506113407260498
0.6884001967702308,0.8012984991451988,0.97755107970298
0.6916359009029702,0.787033423165617,0.9607121882389573
0.6777414418557766,0.8139202256313163,0.9533949908884713
0.6775314777991069,0.8223966662026282,0.9194292348501942
0.6707980350538917,0.8380251345731622,0.8965533411817005
0.6817187210877195,0.8285911157988953,0.9195402296515938
0.7038351114269686,0.8295435247515891,0.9069080290262572
0.7098059660373036,0.8393219367003593,0.9082555682756938
0.7181488663066073,0.8675707167787788,0.9353149966912382
0.7127730838391872,0.8896528690905736,0.939812169836312
0.7164180376358009,0.8920368756599103,0.9260691192290764
0.7048472187251418,0.897912325235103,0.9245724192741152
0.7254214536800937,0.9480289153287306,0.9234493321938331
0.7447004155550344,0.9572868860460603,0.9305753124378412
0.7589963812102277,0.9885218160400008,0.9170926406868449
0.7716265142364118,0.998075960745818,0.9075514610727254
0.7778151780621977,0.9999999999999999,0.900893268873944
0.7873699477999422,0.982245301111012,0.8699834114945552
0.7895218449782332,0.9794615209010247,0.8599463668576424
0.7711243291805887,0.9696287825734787,0.854056092458923
0.761158981985221,0.9636810266479745,0.8208791455860054
0.7503107128965623,0.9541945352511214,0.8123268772081784
0.7815957679324657,0.9412926639699737,0.7891790977855613
0.7838245020758989,0.948568850799051,0.7876679491373068
0.766733361302355,0.93681931948394,0.8243027678058089
0.8019999522581939,0.9300536728391027,0.8554225939754595
0.8056717084353466,0.9308639182705332,0.8582748744051765
0.7943340480791731,0.9451398117894787,0.8628337888189511
0.8064392564037822,0.9497632195071365,0.8817655861505442
0.8012984991451988,0.9506113407260498,0.8845162117942921
0.787033423165617,0.97755107970298,0.8785329406227924
0.8139202256313163,0.9607121882389573,0.863087163972389
0.8223966662026282,0.9533949908884713,0.8640309290426185
0.8380251345731622,0.9194292348501942,0.8844378284715001
0.8285911157988953,0.8965533411817005,0.8810863741959062
0.8295435247515891,0.9195402296515938,0.8717427054510978
0.8393219367003593,0.9069080290262572,0.887167422417286
0.8675707167787788,0.9082555682756938,0.8812435533284485
0.8896528690905736,0.9353149966912382,0.8595103886977294
0.8920368756599103,0.939812169836312,0.8535204008134647
0.897912325235103,0.9260691192290764,0.8732605859411666
0.9480289153287306,0.9245724192741152,0.8791626976240087
0.9572868860460603,0.9234493321938331,0.8900091892869855
0.9885218160400008,0.9305753124378412,0.8776845780468508
0.998075960745818,0.9170926406868449,0.8888661627182209
0.9999999999999999,0.9075514610727254,0.8735634012215452
0.982245301111012,0.900893268873944,0.863712824498078
0.9794615209010247,0.8699834114945552,0.85446920561289
0.9696287825734787,0.8599463668576424,0.8367253924163625
0.9636810266479745,0.854056092458923,0.8262771604795809
0.9541945352511214,0.8208791455860054,0.8185778078596178
0.9412926639699737,0.8123268772081784,0.8188077313482307
0.948568850799051,0.7891790977855613,0.817023160454408
0.93681931948394,0.7876679491373068,0.8026041871200269
0.9300536728391027,0.8243027678058089,0.804011537461925
0.9308639182705332,0.8554225939754595,0.8138303841096477
0.9451398117894787,0.8582748744051765,0.8329906091517867
0.9497632195071365,0.8628337888189511,0.8155943727995315
0.9506113407260498,0.8817655861505442,0.8049982080310982
0.97755107970298,0.8845162117942921,0.8236267841241747
0.9607121882389573,0.8785329406227924,0.7861554167805183
0.9533949908884713,0.863087163972389,0.7791311422501273
0.9194292348501942,0.8640309290426185,0.7090716633274602
0.8965533411817005,0.8844378284715001,0.6895681900925951
0.9195402296515938,0.8810863741959062,0.7068603812418992
0.9069080290262572,0.8717427054510978,0.7102608428765737
0.9082555682756938,0.887167422417286,0.6832887926094564
0.9353149966912382,0.8812435533284485,0.6784121460372139
0.939812169836312,0.8595103886977294,0.713144870949932
0.9260691192290764,0.8535204008134647,0.7221125444311101
0.9245724192741152,0.8732605859411666,0.714461027323396
0.9234493321938331,0.8791626976240087,0.7008818862198375
0.9305753124378412,0.8900091892869855,0.6897549750760255
0.9170926406868449,0.8776845780468508,0.6924789533300718
0.9075514610727254,0.8888661627182209,0.6705192572322688
0.900893268873944,0.8735634012215452,0.6797702641216932
0.8699834114945552,0.863712824498078,0.6865640370312958
0.8599463668576424,0.85446920561289,0.7316693566983766
0.854056092458923,0.8367253924163625,0.7236818406864226
0.8208791455860054,0.8262771604795809,0.7269842299115851
0.8123268772081784,0.8185778078596178,0.7109788039782202
0.7891790977855613,0.8188077313482307,0.7039668163945657
0.7876679491373068,0.817023160454408,0.707456418897728
0.8243027678058089,0.8026041871200269,0.7012713873007119
0.8554225939754595,0.804011537461925,0.6871567624900539
0.8582748744051765,0.8138303841096477,0.6865303798868718
