vars,ST,ST_conf,S1,S1_conf
freqs,0.37052384804457805,0.005950122110765211,0.36695253587065124,0.007692768351138389
decay,0.19533750670665354,0.0035047085681005103,0.1670535384549646,0.00526593783572936
window,0.46506386961602825,0.00900235882821169,0.4354328382692949,0.01575438570800055
