vars,S1,S1_conf
f2_0,0.026604031682233385,0.003420416518543738
f4_0,0.0006172765507549929,0.0006816351903604437
f6_01,0.002483592817461123,0.0011451702679710248
f8_01,0.0006891925726996804,0.0007223404952341014
f10_01,0.009388887289842506,0.002088555498964004
f12_01,0.0008793541011596585,0.0007749075935053259
f14_01,0.0004474169689523044,0.0006104843811936677
f16_02,0.011328271243640541,0.002331196839517131
f18_02,0.0027886343150870705,0.0012061291070572591
f20_02,0.017481061579874724,0.002814034327940217
f22_02,0.030586074056845904,0.00365413914393246
f24_02,0.0026674081570614325,0.0011740664061673904
f26_03,0.005014996476613793,0.0015597741697751437
f28_03,0.03553069920766981,0.003926722416059771
f30_03,0.0033010069268336615,0.001335974010107456
f32_03,0.011996374437278818,0.0024161359300430194
f34_03,0.02080095601450993,0.003098802845587442
f36_04,0.005351011922927631,0.0016504773852336497
f38_04,0.013602596385107869,0.0024599179634540763
f40_04,0.006235827960496579,0.001764467720760135
f42_04,0.020694736572597374,0.0030837614757163396
f44_04,0.012031005629602094,0.0023924800443519897
f46_04,0.0005393441882193372,0.0006782867709572352
f48_05,0.03740438015797886,0.0039829383145006236
f50_05,0.0020627533831638826,0.0010408657794213428
f52_05,0.01362493437970914,0.002487742709905417
f54_05,0.09761543334052113,0.0061183757637887975
f56_05,0.006862079710638529,0.001820595238471916
f58_06,0.0031979455042190556,0.0013015860676735811
f60_06,0.004220767676948102,0.0014703097047815714
f62_06,0.004899199246538021,0.0015798623396867427
f64_06,0.005265862305831487,0.0015960570041196232
f66_06,0.026447619938618855,0.003435482788638561
f68_07,0.027584686389157002,0.003507252036104083
f70_07,0.003802484195506466,0.0013975440063461742
f72_07,0.0038579063957104574,0.001435637120390153
f74_07,0.0009462107034740755,0.0007747260479512042
f76_07,0.011907583153841892,0.00235551702568039
f78_08,0.001910611183586358,0.0010290219386578352
f80_08,0.012083428346158461,0.002306358370323784
f82_08,0.0019032208046173408,0.0009963438449100942
f84_08,0.010399912762789407,0.002235048345828424
f86_08,0.010424284968646823,0.002201202127019766
f88_09,0.0072760461244636586,0.0018632914009767594
f90_09,0.014573986304020705,0.0026386927020764024
f92_09,0.0038062125998258216,0.0013745569072119565
f94_09,0.012845800877351174,0.0024398841123461764
f96_09,0.014402538752729593,0.002584736549229482
f98_1,0.008380728333892936,0.0019951376224690387
f100_1,0.029560399419579476,0.003609276294059586
f102_1,0.0012173963298972679,0.0008778175203021604
f104_1,0.01711441080098227,0.002761708484953598
f106_1,0.018285827339793052,0.0029146732892429547
f108_11,0.0038139169211962296,0.0014065600701838865
f110_11,0.036786525357109356,0.0039592652091570224
f112_11,0.0003585548485706735,0.0005377957949525265
f114_11,0.0014356909827809923,0.0008731620732082984
f116_11,0.016772629092556657,0.0027763945143547395
f118_12,0.01993323439509413,0.0029668466385576364
f120_12,0.010284800847734305,0.0022251221013507433
f122_12,0.002897795619633134,0.0012456091722267014
f124_12,0.005899308140772666,0.0017015685825306974
f126_12,0.008529139150265484,0.002023888234807148
f128_13,0.012050734538269796,0.002383252517299727
f130_13,0.004526380967307847,0.0014941952795736418
f132_13,0.016471642310270703,0.0027607651471820553
f134_13,0.008551572381796687,0.0020275753161630456
f136_13,0.012444105003351741,0.0023961827290151652
f138_13,0.0025834440954755687,0.0011867045896544986
f140_14,0.0038455725333743766,0.001387497269852891
f142_14,0.005261186212177198,0.0016462388767607419
f144_14,0.009043205472067791,0.0020874979585998516
f146_14,0.008435933248330717,0.002005632346305304
f148_14,0.008127143983043447,0.0020001656124540995
f150_15,0.005097069644152098,0.001574646477971793
f152_15,0.007661805147869523,0.0019226120964218765
f154_15,0.0049779305402764115,0.0015451011486601774
f156_15,0.0038387028078747335,0.0013993235896110764
f158_15,0.001712331090164016,0.0009835225651956927
f160_16,0.00554549768615808,0.0016252457818561568
f162_16,0.00425878151660103,0.0014882646362423522
f164_16,0.0009493152796511378,0.0007725044102327017
f166_16,0.00477989223243377,0.0015411162835270206
f168_16,0.004734271153616167,0.001519239110578985
f170_17,0.005482327056907003,0.0016523718925385707
f172_17,0.0029198575301353875,0.0012218389049104236
f174_17,0.0023503149864415114,0.0011006858255174674
f176_17,0.0029759386804140055,0.0012498371712001061
f178_17,0.0026507828189525646,0.0011894689450759575
f180_18,0.0015183556846958813,0.0009306083558295184
f182_18,0.0015234883275368981,0.0009267487178868291
f184_18,0.0008579404051632105,0.000772147789964676
f186_18,0.002310093794687108,0.0010906855318874424
f188_18,0.0017647725024771618,0.0009897876972944622
f190_19,0.0019275112732268184,0.0010373753666479732
f192_19,0.0013781031135439254,0.0008988711390456065
f194_19,0.0005839523903947523,0.0006784242935760872
f196_19,0.0014870602990718173,0.0009459984936403302
f198_19,0.0008899797436228349,0.0007695557034092641
f200_2,0.00112098087375909,0.0008459034038753456
f202_2,0.0024434193738689376,0.0011561464751143175
f204_2,0.0009598929641213556,0.0007604112365108912
f206_2,0.0007742873163612495,0.0007203297704854054
f208_2,0.001126260946880955,0.0008191338779090376
f210_21,0.000641225211383573,0.0006723775401512756
f212_21,0.0001610166061470524,0.0005286328850611632
f214_21,0.0005653320426683246,0.0006862026809511481
f216_21,0.0006085329368666672,0.0006686783073077572
f218_21,2.8003214802584055e-05,0.00043372480509180884
f220_22,0.0003799499384789235,0.0006131698064975129
f222_22,0.0010963427986755594,0.000832107539029523
f224_22,0.0013988521653106349,0.0008919313963052495
f226_22,0.00022691911511448626,0.0005523004477100174
f228_22,0.0004668117688924201,0.0006512258063939241
f230_22,0.0006146624982146212,0.0006910347417090663
f232_23,0.0002946319415072955,0.0005317101965692915
f234_23,0.00026713099088094443,0.0005811550005612765
f236_23,0.0005261449180739206,0.0006526867438758547
f238_23,0.0007753568738882043,0.0007508611244347173
f240_23,0.00024095792920081723,0.0005110287333740601
f242_24,0.00010075449441536563,0.0004871286133711879
f244_24,0.00033143237275183335,0.0005776104239030215
f246_24,0.0003349444596433357,0.000587299004063012
