vars,S1,S1_conf
f2_0,0.7751274588298057,0.0037909067339166793
f4_0,0.04496341541592654,0.004305718800677396
f6_01,0.01165440888970129,0.0023489447756803086
f8_01,0.0022448861770795517,0.0011073930200466116
f10_01,0.0010204084498214056,0.000790194232937266
f12_01,0.0007846364075663318,0.0007061565432634006
f14_01,0.0005242319260547971,0.0006544394882856781
f16_02,0.0001848022663185813,0.0005278962346045806
f18_02,5.24272969556509e-05,0.0004573458022640039
f20_02,-5.01146833483404e-05,0.00040683690216055735
f22_02,-5.3382023137289215e-05,0.0004020076070154844
f24_02,3.976055773717753e-05,0.0004576804524629283
f26_03,0.0007115900170363953,0.0007081314506405944
f28_03,0.00029117379710526123,0.0005635508327195374
f30_03,0.00013959905164068664,0.0004849602079125017
f32_03,0.0002220309331116567,0.0005047230119379215
f34_03,0.0002864612902088356,0.0005365055449257215
f36_04,0.0003877475230553586,0.0005694936325010503
f38_04,0.0003674516105897385,0.0005462410834108383
f40_04,0.0003138889279082254,0.0005737619946860306
f42_04,0.0003094938632640103,0.0005036139472779067
f44_04,0.0003006445230330411,0.0005311936112698266
f46_04,0.0003861593476309877,0.0006089524697094437
f48_05,0.00026341185471654376,0.0005588134569690929
f50_05,0.0002608981560504356,0.0005284837511218929
f52_05,0.001025443953433704,0.0007915962196792285
f54_05,0.0014958114407682356,0.0009164725980708639
f56_05,7.510742566629609e-05,0.0004975418871762656
f58_06,0.0013591044314824716,0.0008953016586124607
f60_06,0.0006670145780832314,0.0006898529231185882
f62_06,0.0007922058173981013,0.0007160362489949143
f64_06,0.0012176607016124317,0.0008781215311769137
f66_06,0.00036096674884280715,0.0005870197184153092
f68_07,0.0012804798596872265,0.0008880290669684364
f70_07,0.0004409324111960048,0.0006342440951425637
f72_07,0.001179021085995113,0.0008090266227756738
f74_07,0.001573034243948206,0.0009553777128974073
f76_07,0.001147804040343302,0.0008632030988051835
f78_08,0.001390037077667812,0.0008814803889815269
f80_08,0.0008265976017392798,0.0007703494606128973
f82_08,0.0014272697242988172,0.0009255271206410384
f84_08,0.0005084368865120577,0.0006679887444484212
f86_08,0.0012368997305736936,0.0008821983110965457
f88_09,0.0009698766004376208,0.0008144416581300309
f90_09,0.0011187692490529147,0.0008210551894702812
f92_09,0.00011990505172379301,0.0004947559458517989
f94_09,0.0008380395577723104,0.000753139847582577
f96_09,0.00046902693623783595,0.0006002807111981382
f98_1,0.00028475909379205283,0.0005578782339118256
f100_1,0.000293756750665774,0.0005900305887645674
f102_1,0.0005985860396784251,0.0006703370168369964
f104_1,0.0007403019572844174,0.0007429407522408575
f106_1,5.443889957575668e-05,0.0004635534192443861
f108_11,0.0002592905749546546,0.0005681447001190865
f110_11,0.00016549433670516096,0.0005009353388565395
f112_11,0.0001522246575264568,0.00048127660628089814
f114_11,0.0002173452169313343,0.0005063631005536148
f116_11,0.0003771862733070468,0.0006043169432629152
f118_12,0.00012963943959971012,0.0005073147676449644
f120_12,0.00013744051405901694,0.0004535245696169881
f122_12,-3.2129548834654797e-06,0.0004428657658374056
f124_12,0.00025160206496327057,0.0005037803868072011
f126_12,0.00011385739830746831,0.0005029165481470875
f128_13,0.0002399924100590496,0.00047912535651334977
f130_13,-3.459523678414091e-05,0.0003842604008759788
f132_13,0.0002416214153781509,0.0005044975047337832
f134_13,0.0004607126187951502,0.0005800126577180892
f136_13,0.00019457532025196828,0.0004886667544214873
f138_13,0.00033341183052896454,0.0005329462022690077
f140_14,0.0003774400801651085,0.0005522416498033049
f142_14,-0.00011572192952778523,0.00039535418436212983
f144_14,-2.423534955442344e-05,0.00044928548172843525
f146_14,-5.3361848582560536e-05,0.00039725330903962427
f148_14,-9.319065515123455e-05,0.0004007824341960958
f150_15,-9.736454688414773e-05,0.0003956041795104684
f152_15,-2.988311870797902e-05,0.00041454566383448895
f154_15,-8.914334859733841e-05,0.00041943054952440335
f156_15,1.8293940347125805e-05,0.00040745578672798726
f158_15,-9.450375757755121e-05,0.00038676051537485286
