vars,S1,S1_conf
f2_0,7.090500122115687e-05,0.00043537683381675524
f4_0,0.00041920843044485935,0.0005711635187208693
f6_01,0.00024118657932078487,0.0005370901293657392
f8_01,0.00015982069523857306,0.0004554798968174005
f10_01,0.00013997929714064627,0.0004672240114330656
f12_01,5.021764588114205e-05,0.0004636160774652684
f14_01,-2.7941866555276126e-05,0.0004305712928132749
f16_02,9.31529492067464e-05,0.0004801503125326392
f18_02,0.0018663610662371685,0.0010184987366198787
f20_02,0.002508205807120398,0.0011730041047984744
f22_02,0.0031243061553223204,0.0012798645961197154
f24_02,0.010675441158906495,0.002256322087418648
f26_03,0.0032456470501983914,0.0013064579400589582
f28_03,0.006047096468190215,0.001750499173751837
f30_03,0.008546987975024041,0.002030462655624298
f32_03,0.005299435033175248,0.0016044138412137118
f34_03,0.013354653150759335,0.0025088426373050454
f36_04,0.008579515947881455,0.0020273477240612837
f38_04,0.01897320406848184,0.002934202908916491
f40_04,0.022966216633742455,0.00321385295583504
f42_04,0.01674965616605131,0.0027614581908570533
f44_04,0.018735830198178264,0.00291383685923256
f46_04,0.005229163351700467,0.0016452044505768499
f48_05,0.008249645179987952,0.001973138508619993
f50_05,0.0024349611188782716,0.0011190134747787483
f52_05,0.013175952082565065,0.002505181218989574
f54_05,0.042097721374800376,0.0042553246873449765
f56_05,0.018403486312041372,0.002877093019682824
f58_06,0.017797227460560037,0.0028393046525670763
f60_06,0.03013667505406284,0.0037248765919221175
f62_06,0.023569303892001382,0.003235922504153377
f64_06,0.025520905561187936,0.0034425371592185193
f66_06,0.034051126495410707,0.003926655774090809
f68_07,0.014509481885038016,0.0026231272677031334
f70_07,0.013933476129488072,0.002581573088934987
f72_07,0.009991467960439813,0.0021763350191883048
f74_07,0.0023303870980696056,0.0011041649157200186
f76_07,0.02155723920397749,0.003138376392279864
f78_08,0.008678300970461916,0.0020696291730950877
f80_08,0.006249773255487348,0.0017712293336753563
f82_08,0.021424703815908934,0.0031186934565660364
f84_08,0.0033934841426921823,0.0013288508878909486
f86_08,0.012487544758245228,0.0024527051039971394
f88_09,0.002318769296951691,0.001124220363129425
f90_09,0.010690256044161336,0.0022656889791989126
f92_09,0.02271353619750315,0.0031911670062858433
f94_09,0.010748927575891281,0.00229177859901364
f96_09,0.0036054666270399984,0.0013648961012348924
f98_1,0.030895327584268283,0.0036641128549396097
f100_1,0.007332225482987914,0.0018736804135579203
f102_1,0.0013864161621468221,0.0009398049710862237
