measure_time,emg_ch_1,grip_force_inter
1670926515.875468,33.66291,-0.254114
1670926515.8764749,33.667404,-0.2540061990464839
1670926515.877483,33.671757,-0.23552468431092038
1670926515.87849,33.669136,-0.20065115862591562
1670926515.8794968,33.663822,-0.2546661617053481
1670926515.880504,33.6656,-0.2527798277342763
1670926515.881511,33.664207,-0.2903
1670926515.8825178,33.671925,-0.254114
1670926515.883525,33.673462,-0.2903
1670926515.884532,33.662045,-0.2721534367238704
1670926515.8855388,33.659447,-0.2713606120454793
1670926515.886546,33.658966,-0.2705675996274059
1670926515.887553,33.661732,-0.26977458720933245
1670926515.8885598,33.664085,-0.26898176253094136
1670926515.889567,33.672188,-0.26818875011286797
1670926515.890575,33.678127,-0.2673949867360653
1670926515.891582,33.671635,-0.26660197431799193
1670926515.8925889,33.670242,-0.26580914963960084
1670926515.893596,33.668247,-0.2650161372215274
1670926515.894603,33.665817,-0.264223124803454
1670926515.8956099,33.664135,-0.2634303001250629
1670926515.896617,33.666611,-0.2626372877069895
1670926515.897624,33.66452,-0.2618442752889161
1670926515.8986309,33.663582,-0.261051450610525
1670926515.899638,33.666443,-0.2602584381924516
1670926515.9006448,33.668633,-0.2594656135140605
1670926515.9016519,33.670387,-0.25867260109598705
1670926515.90266,33.676228,-0.2578788377191844
1670926515.903667,33.677116,-0.257085825301111
1670926515.9046738,33.677238,-0.2562930006227199
1670926515.905681,33.676563,-0.25549998820464653
1670926515.906688,33.673897,-0.2547069757865731
1670926515.9076948,33.670769,-0.253914151108182
1670926515.908702,33.670048,-0.2531211386901086
1670926515.909709,33.672455,-0.2523281262720352
1670926515.9107158,33.67094,-0.2515353015936441
1670926515.911723,33.661972,-0.2507422891755707
1670926515.91273,33.660336,-0.24994927675749729
1670926515.9137368,33.67012,-0.2491564520791062
1670926515.914744,33.673462,-0.24836343966103278
1670926515.915752,33.667957,-0.24756967628423013
1670926515.916759,33.668461,-0.24677666386615674
1670926515.9177659,33.670387,-0.24598383918776562
1670926515.918773,33.670025,-0.24519082676969223
1670926515.91978,33.671181,-0.2443978143516188
1670926515.9207869,33.669975,-0.24360498967322772
1670926515.921794,33.667885,-0.2428119772551543
1670926515.9228008,33.673607,-0.2420191525767632
1670926515.9238079,33.674881,-0.24122614015868982
1670926515.924815,33.670387,-0.2404331277406164
1670926515.9258218,33.672188,-0.23964030306222528
1670926515.9268289,33.6707,-0.2388472906441519
1670926515.927837,33.670265,-0.23805352726734924
1670926515.928844,33.666634,-0.23726051484927585
1670926515.9298508,33.665531,-0.23646769017088476
1670926515.930858,33.663151,-0.2521213633762518
1670926515.931865,33.662403,-0.24767612705601905
1670926515.9328718,33.658989,-0.217936
1670926515.933879,33.658367,-0.24321919456366237
1670926515.934886,33.657524,-0.25508875298044825
1670926515.9358928,33.658005,-0.25338526555423124
1670926515.9369,33.661709,-0.2633957186456843
1670926515.937907,33.665264,-0.22730397997138768
1670926515.941936,33.670387,-0.24170123069092636
1670926515.9429429,33.672791,-0.24396646620479726
1670926515.94395,33.670025,-0.24623223812300488
1670926515.9449568,33.669857,-0.24849747363687577
1670926515.9459639,33.670265,-0.2507632455550834
1670926515.946971,33.664185,-0.253029017473291
1670926515.9479778,33.664085,-0.2552942529871619
1670926515.9489849,33.665359,-0.2575600249053695
1670926515.949992,33.66798,-0.2598257968235771
1670926515.9509988,33.670338,-0.262091032337448
1670926515.9520059,33.66613,-0.2643568042556556
1670926515.953014,33.660072,-0.26662472179121
1670926515.954021,33.658127,-0.2688904937094176
1670926515.9550278,33.658485,-0.2711557292232885
1670926515.956035,33.659229,-0.2734215011414961
1670926515.957042,33.663437,-0.2756872730597037
1670926515.9580488,33.665119,-0.2779525085735746
1670926515.959056,33.66452,-0.2802182804917822
1670926515.960063,33.667454,-0.2824840524099898
1670926515.9610698,33.670242,-0.28474928792386073
1670926515.962077,33.668461,-0.2870150598420683
1670926515.963084,33.671661,-0.2892808317602759
1670926515.9640908,33.675938,-0.3103385059608965
1670926515.965098,33.673534,-0.30618554851013113
1670926515.966106,33.665962,-0.30059097615641395
1670926515.9671128,33.667572,-0.32922111015736766
1670926515.9681199,33.66851,-0.31293820023837904
1670926515.969127,33.663391,-0.30097052598950885
1670926515.9701338,33.662598,-0.31918460491177875
1670926515.9711409,33.664978,-0.326478
1670926515.972148,33.663174,-0.30437784835479254
1670926515.9731548,33.660313,-0.28981394409603084
1670926515.9741619,33.66048,-0.28902154728461993
1670926515.975169,33.660961,-0.288229150473209
1670926515.9761758,33.657501,-0.2874369412557402
1670926515.9771829,33.658295,-0.28664454444432924
1670926515.978191,33.664856,-0.28585139725715
1670926515.979198,33.667812,-0.28505900044573906
1670926515.9802048,33.665264,-0.2842667912282702
1670926515.981212,33.665504,-0.2834743944168593
1670926515.982219,33.667526,-0.2826819976054484
1670926515.9832258,33.670361,-0.28188978838797957
1670926515.984233,33.670555,-0.2810973915765686
1670926515.98524,33.669376,-0.2803049947651577
1670926515.9862468,33.666779,-0.2795127855476889
1670926515.987254,33.669567,-0.27872038873627797
1670926515.988261,33.67041,-0.27792799192486706
1670926515.9892678,33.674137,-0.2771357827073982
1670926515.990275,33.675964,-0.2763433858959873
1670926515.991283,33.665504,-0.275550238708808
1670926515.9922898,33.662716,-0.27475802949133915
1670926515.9932969,33.664639,-0.27396563267992824
1670926515.994304,33.660889,-0.27317323586851733
1670926515.9953108,33.661491,-0.2723810266510485
1670926515.9963179,33.663799,-0.272203
1670926515.997325,33.664398,-0.2864639883166428
1670926515.9983318,33.666973,-0.2615409716328963
1670926515.9993389,33.665482,-0.2396091580829757
1670926516.000346,33.66666,-0.2506592339055794
1670926516.0013528,33.671562,-0.254114
1670926516.0023599,33.671997,-0.22434521649976155
1670926516.003368,33.671227,-0.217936
1670926516.004375,33.670002,-0.24824962812872467
1670926516.0053818,33.669304,-0.25383732118650654
1670926516.006389,33.667309,-0.25350746194061424
1670926516.007396,33.668968,-0.25317760269472195
1670926516.0084028,33.667622,-0.25284782154050717
