measure_time,emg_ch_1,grip_force_inter
1673609363.874712,10.40888,1.931618
1673609363.875719,10.405058,1.9498363611442193
1673609363.876726,10.404385,1.9670455264663806
1673609363.877733,10.401524,1.9150473671912256
1673609363.87874,10.402678,1.985893
1673609363.879747,10.401909,1.9840035984740103
1673609363.880754,10.400058,1.9338956347162615
1673609363.881761,10.404505,1.9850041154029565
1673609363.882768,10.407462,1.967796
1673609363.883776,10.405731,1.967796
1673609363.884783,10.402702,1.967796
1673609363.8857899,10.401909,1.967796
1673609363.886797,10.399913,1.967796
1673609363.887804,10.398278,1.967796
1673609363.8888109,10.39662,1.967796
1673609363.889818,10.399361,1.967796
1673609363.890825,10.401836,1.9616628197424895
1673609363.8918319,10.399119,1.9178669103694874
1673609363.892839,10.402004,1.9520015512637101
1673609363.893846,10.403447,2.0212349537815126
1673609363.8948529,10.405322,2.038212392331933
1673609363.89586,10.408111,1.9932697129916568
1673609363.896868,10.409938,1.9344387453505008
1673609363.897875,10.407005,1.9615088540772532
1673609363.898882,10.403952,2.025145483194279
1673609363.899889,10.404048,2.041096222684094
1673609363.900896,10.407293,2.0464258785029785
1673609363.901903,10.406284,2.0517542725662237
1673609363.90291,10.403447,2.057083928385108
1673609363.903917,10.400875,2.0624135842039926
1673609363.904924,10.397461,2.0677419782672377
1673609363.905931,10.395947,2.073071634086122
1673609363.906938,10.397942,2.0784012899050066
1673609363.907945,10.398711,2.0837296839682518
1673609363.908953,10.398759,2.089064386809692
1673609363.90996,10.400682,2.094394042628576
1673609363.9109669,10.401187,2.0997224366918217
1673609363.911974,10.400875,2.105052092510706
1673609363.912981,10.404697,2.1103817483295906
1673609363.9139879,10.40739,2.1157101423928357
1673609363.914995,10.405034,2.12103979821172
1673609363.916002,10.40388,2.1263694540306046
1673609363.9170089,10.40364,2.141728771816881
1673609363.918016,10.402101,2.1810466840724843
1673609363.919023,10.401836,2.158866473897497
1673609363.9200299,10.403952,2.142867421316166
1673609363.921037,10.404649,2.1933087315212205
1673609363.922045,10.404072,2.216699529439809
1673609363.923052,10.404337,2.189513233190272
1673609363.924059,10.401403,2.148703
1673609363.925066,10.388903000000001,2.167663239389604
1673609363.926073,10.369959,2.222084198075089
1673609363.92708,10.365824,2.2259189292275257
1673609363.928087,10.367675,2.229754568438488
1673609363.929094,10.36705,2.2335902076494505
1673609363.930101,10.375152,2.237424938801887
1673609363.931108,10.383806,2.241260578012849
1673609363.9321148,10.392725,2.2450953091652863
1673609363.933122,10.408039,2.2489309483762483
1673609363.93413,10.422751,2.2527702198213118
1673609363.935137,10.428473,2.256605859032274
1673609363.9361439,10.430012,2.260440590184711
1673609363.937151,10.423858,2.2642762293956733
1673609363.938158,10.414819,2.2681118686066353
1673609363.9391649,10.410058,2.2719465997590724
1673609363.940172,10.408376,2.2757822389700344
1673609363.941179,10.407149,2.279617878180997
1673609363.9421859,10.406885,2.2834526093334335
1673609363.943193,10.405611,2.287288248544396
1673609363.9442,10.405322,2.291123887755358
1673609363.9452069,10.405251,2.293424
1673609363.946214,10.403158,2.278591989270386
1673609363.947222,10.40037,2.257237
1673609363.948229,10.399361,2.2341664084406294
1673609363.949236,10.401957,2.210783413110846
1673609363.950243,10.399601,2.236939710061993
1673609363.95125,10.396187,2.257237
1673609363.952257,10.393975,2.2654339487485102
1673609363.953264,10.392581,2.275335
1673609363.9542708,10.393446,2.2723593103607578
1673609363.955278,10.398784,2.2659398450716055
1673609363.956285,10.400755,2.2595203797824537
1673609363.9572918,10.405755,2.2531024342530763
1673609363.958299,10.410178,2.2466829689639245
1673609363.959307,10.41114,2.2402574246356726
1673609363.960314,10.410227,2.2542322400954653
1673609363.9613209,10.411428,2.211600445636624
1673609363.962328,10.404337,2.1876466913550843
1673609363.963335,10.399793,2.200345152267303
1673609363.9643419,10.401427,2.234153469241774
1673609363.965349,10.401909,2.223445593474637
1673609363.966356,10.400466,2.221059
1673609363.9673629,10.399985,2.2050877155460182
1673609363.96837,10.401692,2.2018467779601343
1673609363.969377,10.402101,2.200575818973691
1673609363.970384,10.40073,2.199305160877159
1673609363.971391,10.399601,2.1980342018907155
1673609363.972399,10.401115,2.196762039344626
1673609363.973406,10.400322,2.1954910803581824
1673609363.974413,10.400226,2.1942204222616506
1673609363.97542,10.399913,2.192949463275207
1673609363.9764268,10.402221,2.1916788051786753
1673609363.977434,10.400995,2.190407846192232
1673609363.978441,10.399505,2.189136887205789
1673609363.9794478,10.400755,2.1878662291092565
1673609363.980455,10.392701,2.1865952701228135
1673609363.981462,10.390153,2.18532431113637
1673609363.9824688,10.395322,2.1840536530398382
1673609363.983476,10.3921,2.1827826940533948
1673609363.984484,10.398038,2.181510531507305
1673609363.985491,10.401572,2.1802395725208616
1673609363.9864979,10.392461,2.17896891442433
1673609363.987505,10.388446,2.1776979554378864
1673609363.988512,10.38734,2.176426996451443
1673609363.9895189,10.391788,2.175156338354911
1673609363.990526,10.394816,2.1738853793684676
1673609363.991533,10.400682,2.172614420382024
1673609363.99254,10.408039,2.1713437622854923
1673609363.993547,10.406284,2.170072803299049
1673609363.994554,10.399841,2.168801844312606
1673609363.995561,10.398711,2.1675311862160735
